"ability_id","ability_name","ability_abbreviation","description_short","description_full","ability_type","ability_subtype","archetype_tags","warrior_unlock","arms_unlock","fury_unlock","protection_unlock","unlock_source","subclass_filter","requires_ability","unlocks_ability","replaces_ability","modified_by","wow_cost_rage","bg3_action_cost","bg3_resource_cost","bg3_cooldown","bg3_file_type","bg3_spell_type","bg3_spell_success","bg3_target_conditions","damage_formula_bg3","status_applied","implementation_status","implementation_priority","implementation_notes","bg3_other_resource_cost","wow_mechanic_type","bg3_mechanic_equivalent","resource_cost_rage","damage_formula","granted_by_subclass","localization_handle_name","localization_handle_description"
"WAR_Vicious_Contempt","Vicious Contempt","VC","promotes Bloodthirst playstyles by greatly increasing its damage during the execute phase.","promotes Bloodthirst playstyles by greatly increasing its damage during the execute phase.","Passive","Talent-Passive","Fury,Execute-Build,Bloodthirst-Enhancement","Auto-Grant","Auto-Grant","6","Auto-Grant","Baseline","All","","","","Bloodthirst","0","Action","N/A - Passive","N/A - Passive","Passive","Target","","N/A - Passive","N/A - Passive","N/A - Passive Effect","Not Started","P3","Greatly increases Bloodthirst damage during execute phase (<35% HP). Promotes Bloodthirst playstyles.","","","","","","","h78fe4967g0081g0000g0000g000000000001","h78fe4967g0082g0000g0000g000000000001"
"WAR_Frenzy","Frenzy","FRE","semi-passive haste buff, with the downside of easily falling off when regularly switching targets.","semi-passive haste buff, with the downside of easily falling off when regularly switching targets.","Passive","Talent-Passive","Passive,Haste,Attack-Speed","Auto-Grant","Auto-Grant","Auto-Grant","Auto-Grant","Baseline","All","","","","","0","None","N/A - Passive","N/A - Passive","Passive","N/A","","N/A - Passive","N/A - Passive","N/A - Passive Effect","Not Started","P3","Haste passive - BG3 equivalent could be bonus action or extra attack","","","","","","","h78fe4967g0083g0000g0000g000000000001","h78fe4967g0084g0000g0000g000000000001"
"WAR_Hack_and_Slash","Hack and Slash","HnS/H&S","very important reset mechanic for Raging Blow builds.","very important reset mechanic for Raging Blow builds.","Passive","Talent-Passive","Fury,Proc,Raging-Blow-Build","Auto-Grant","Auto-Grant","6","Auto-Grant","Baseline","All","","","","","0","Action","N/A - Passive","N/A - Passive","Passive","Target","","N/A - Passive","N/A - Passive","N/A - Passive Effect","Not Started","P3","Very important reset mechanic for Raging Blow builds. Auto-attacks have 10% chance to reset.","","","","","","","h78fe4967g0085g0000g0000g000000000001","h78fe4967g0086g0000g0000g000000000001"
"WAR_Slaughtering_Strikes","Slaughtering Strikes","SS","provides a significant damage boost for Rampage and greatly emphasizes Raging Blow's role in the ...","provides a significant damage boost for Rampage and greatly emphasizes Raging Blow's role in the rotation.","Passive","Single-Target-Attack","Fury,Damage-Boost,Rampage-Enhancement","Auto-Grant","Auto-Grant","Auto-Grant","Auto-Grant","Baseline","All","","","","Rampage","0","Action","N/A - Passive","N/A - Passive","Passive","Target","","N/A - Passive","N/A - Passive","N/A - Passive Effect","Not Started","P3","Significant damage boost for Rampage. Greatly emphasizes Raging Blow usage.","","","","","","","h78fe4967g0087g0000g0000g000000000001","h78fe4967g0088g0000g0000g000000000001"
"WAR_Ashen_Juggernaut","Ashen Juggernaut","AJ","provides a significant damage boost when using Execute regularly.","provides a significant damage boost when using Execute regularly.","Passive","Talent-Passive","Execute-Build,Fury,Damage-Boost","Auto-Grant","Auto-Grant","Auto-Grant","Auto-Grant","Baseline","All","Execute","","","","0","Action","N/A - Passive","N/A - Passive","Passive","Target","","N/A - Passive","N/A - Passive","N/A - Passive Effect","Not Started","P3","Significant damage boost when using Execute regularly. Stacks up during execute phase.","","","","","","","h78fe4967g0089g0000g0000g000000000001","h78fe4967g008ag0000g0000g000000000001"
"WAR_Improved_Whirlwind","Improved Whirlwind","IW","enables Fury's ability to cleave single target attacks onto other targets, forming the basis of i...","enables Fury's ability to cleave single target attacks onto other targets, forming the basis of its multitarget rotation.","Passive","AoE-Attack","Fury,AoE,Cleave-Mechanic","Auto-Grant","Auto-Grant","Auto-Grant","Auto-Grant","Baseline","All","","","","Whirlwind","0","Action","N/A - Passive","N/A - Passive","Passive","Target","","N/A - Passive","N/A - Passive","N/A - Passive Effect","Not Started","P3","Enables Fury's cleave mechanics. Core Fury talent - single-target attacks hit additional targets after Whirlwind.","","","","","","","h78fe4967g008bg0000g0000g000000000001","h78fe4967g008cg0000g0000g000000000001"
"WAR_Unnerving_Focus","Unnerving Focus","UF","Increases Rage Generation while Last Stand is active. Has rarely seen play.","Increases Rage Generation while Last Stand is active. Has rarely seen play.","Passive","Talent-Passive","Passive,Rage-Generation","Auto-Grant","Auto-Grant","Auto-Grant","Auto-Grant","Baseline","All","","","","","0","None","N/A - Passive","N/A - Passive","Passive","N/A","","N/A - Passive","N/A - Passive","N/A - Passive Effect","Not Started","P3","Increases Rage generation under specific conditions","","","","","","","h78fe4967g008dg0000g0000g000000000001","h78fe4967g008eg0000g0000g000000000001"
"WAR_Bolster","Bolster","BOL","Reduces the cooldown of  Last Stand to 2 minutes and grants  Shield Block. Can find a niche appli...","Reduces the cooldown of  Last Stand to 2 minutes and grants  Shield Block. Can find a niche application if the lower cooldown is beneficial.","Passive","Talent-Passive","Passive,Cooldown-Reduction","Auto-Grant","Auto-Grant","Auto-Grant","Auto-Grant","Baseline","All","","","","","0","None","N/A - Passive","N/A - Passive","Passive","N/A","","N/A - Passive","N/A - Passive","N/A - Passive Effect","Not Started","P3","Reduces cooldowns - BG3 implementation may need custom functor","","","","","","","h78fe4967g008fg0000g0000g000000000001","h78fe4967g0090g0000g0000g000000000001"
"WAR_Thunderlord","Thunderlord","TL","Good cooldown reduction for demoralizing Shout that synergizes with other talents in the tree. Go...","Good cooldown reduction for demoralizing Shout that synergizes with other talents in the tree. Good talent in AoE, very mediocre in single target.","Passive","Talent-Passive","Protection,Cooldown-Reduction,Defensive","Auto-Grant","Auto-Grant","Auto-Grant","6","Baseline","All","","","","Demoralizing Shout","0","Action","N/A - Passive","N/A - Passive","Passive","Target","","N/A - Passive","N/A - Passive","N/A - Passive Effect","Not Started","P3","Good cooldown reduction for Demoralizing Shout. Synergizes with other talents.","","","","","","","h78fe4967g0091g0000g0000g000000000001","h78fe4967g0092g0000g0000g000000000001"
"WAR_Sudden_Death","Sudden Death","SD","Excellent single-target damage proc, adds up to quite a bit of damage throughout a raid fight.","Excellent single-target damage proc, adds up to quite a bit of damage throughout a raid fight.","Offensive","General","Execute-Build,Proc,Fury","","4","4","6","Baseline","All","","","","","","Action","","None","Passive","Target","","MeleeRange() and not Dead()","","","Not Started","P3","Proc that enables Execute outside execute phase","","","","","","","h78fe4967g0043g0000g0000g000000000001","h78fe4967g0044g0000g0000g000000000001"
"WAR_Heavy_Repercussions","Heavy Repercussions","HR","Increases Rage Generation of  Shield Slam by 2, which is also multiplied by  Violent Outburst. Bu...","Increases Rage Generation of  Shield Slam by 2, which is also multiplied by  Violent Outburst. But more importantly, it increases  Shield Block duration by 1 second every time you press  Shield Slam, resulting in pretty much infinite  Shield Block uptime. Mandatory pick for low haste levels early in an expansion.","Passive","Talent-Passive","Passive,Rage-Generation","Auto-Grant","Auto-Grant","Auto-Grant","6","Baseline","All","","","","","0","None","N/A - Passive","N/A - Passive","Passive","N/A","","N/A - Passive","N/A - Passive","N/A - Passive Effect","Not Started","P3","Increases Rage generation under specific conditions","","","","","","","h78fe4967g0095g0000g0000g000000000001","h78fe4967g0096g0000g0000g000000000001"
"WAR_Punish","Punish","PUN","Increases  Shield Slam damage and causes the hit enemy to deal less damage to you.","Increases  Shield Slam damage and causes the hit enemy to deal less damage to you.","Passive","Talent-Passive","Protection,Shield-Slam-Enhancement,Mitigation","Auto-Grant","Auto-Grant","Auto-Grant","Auto-Grant","Baseline","All","","","","Shield Slam","0","None","N/A - Passive","N/A - Passive","Passive","N/A","","N/A - Passive","N/A - Passive","N/A - Passive Effect","Not Started","P3","Increases Shield Slam damage. Hit enemy deals less damage to you.","","","","","","","h78fe4967g0097g0000g0000g000000000001","h78fe4967g0098g0000g0000g000000000001"
"WAR_Hunker_Down","Hunker Down","HD","Increases  Spell Reflection magic damage reduction and grants you 2% passive AoE damage reduction.","Increases  Spell Reflection magic damage reduction and grants you 2% passive AoE damage reduction.","Passive","Talent-Passive","Passive,Defensive,Mitigation","Auto-Grant","Auto-Grant","Auto-Grant","Auto-Grant","Baseline","All","","","","","0","None","N/A - Passive","N/A - Passive","Passive","N/A","","N/A - Passive","N/A - Passive","N/A - Passive Effect","Not Started","P3","Passive damage mitigation","","","","","","","h78fe4967g0099g0000g0000g000000000001","h78fe4967g009ag0000g0000g000000000001"
"WAR_Vanguard","Vanguard","VAN","Simple defensive aura, reduces your damage taken, increases your Stamina and Armor.","Simple defensive aura, reduces your damage taken, increases your Stamina and Armor.","Passive","Talent-Passive","Passive,Defensive,Mitigation","Auto-Grant","Auto-Grant","Auto-Grant","Auto-Grant","Baseline","All","","","","","0","None","N/A - Passive","N/A - Passive","Passive","N/A","","N/A - Passive","N/A - Passive","N/A - Passive Effect","Not Started","P3","Passive damage mitigation","","","","","","","h78fe4967g009bg0000g0000g000000000001","h78fe4967g009cg0000g0000g000000000001"
"WAR_Wrecking_Throw","Wrecking Throw","WT","highly effective against absorption shields, though rarely a major gain.","highly effective against absorption shields, though rarely a major gain.","Defensive","General","Utility,Shield-Break,Single-Target","7","","","","Baseline","All","","","","","","Action","","45 seconds","Spell_Projectile","Projectile","RemoveStatus(TARGET,ABSORPTION_SHIELDS);DealDamage(1d6,Physical)","Distance() <= 18 and not Dead()","","","Not Started","P2","Highly effective against absorption shields. Rarely major gain in PvE.","","","","","","","h78fe4967g01edg0000g0000g000000000001","h78fe4967g01eeg0000g0000g000000000001"
"WAR_Shattering_Throw","Shattering Throw","ST","immunity breaking version of Wrecking Throw, rarely used in PvE.","immunity breaking version of Wrecking Throw, rarely used in PvE.","Offensive","General","Utility,Immunity-Break,Single-Target","7","","","","Baseline","All","","","","","","Action","","3 minutes","Spell_Projectile","Projectile","RemoveStatus(TARGET,IMMUNITY);DealDamage(1d8,Physical)","Distance() <= 18 and not Dead()","","","Not Started","P2","Immunity-breaking throw. Rarely used in PvE, more common in PvP.","","","","","","","h78fe4967g01e7g0000g0000g000000000001","h78fe4967g01e8g0000g0000g000000000001"
"WAR_Sidearm","Sidearm","SID","minor passive damage increase.","minor passive damage increase.","Passive","Talent-Passive","Passive,Rage-Generation,Throw","7","Auto-Grant","Auto-Grant","Auto-Grant","Baseline","All","","","","","0","None","N/A - Passive","N/A - Passive","Passive","N/A","","N/A - Passive","N/A - Passive","N/A - Passive Effect","Not Started","P3","Minor passive damage increase. Increases throwing weapon effectiveness.","","","","","","","h78fe4967g009dg0000g0000g000000000001","h78fe4967g009eg0000g0000g000000000001"
"WAR_Double_Time","Double Time","DT","a must-have mobility increase.","a must-have mobility increase.","Passive","Talent-Passive","Utility,Mobility,Charge-Enhancement","7","Auto-Grant","Auto-Grant","Auto-Grant","Baseline","All","","","","Charge","0","None","N/A - Passive","N/A - Passive","Passive","N/A","","N/A - Passive","N/A - Passive","N/A - Passive Effect","Not Started","P2","Must-have mobility increase. Grants 2 charges of Charge instead of 1.","","","","","","","h78fe4967g009fg0000g0000g000000000001","h78fe4967g00a0g0000g0000g000000000001"
"WAR_Seismic_Reverberation","Seismic Reverberation","SR","very minor with Whirlwind, but highly effective for Mountain Thane.","very minor with Whirlwind, but highly effective for Mountain Thane.","Passive","Talent-Passive","Fury,AoE,Mountain-Thane,Whirlwind-Enhancement","7","Auto-Grant","Auto-Grant","Auto-Grant","Baseline","All","Whirlwind","","","","0","Action","N/A - Passive","N/A - Passive","Passive","Target","","N/A - Passive","N/A - Passive","N/A - Passive Effect","Not Started","P3","Very minor with base Whirlwind, but highly effective for Mountain Thane builds.","","","","","","","h78fe4967g00a1g0000g0000g000000000001","h78fe4967g00a2g0000g0000g000000000001"
"WAR_Concussive_Blows","Concussive Blows","CB","rather underwhelming due to only affecting the target which is interrupted, rather than increasin...","rather underwhelming due to only affecting the target which is interrupted, rather than increasing all damage dealt, though the reduced cooldown can be nice.","Passive","Single-Target-Attack","Utility,Interrupt,Stun","7","Auto-Grant","Auto-Grant","Auto-Grant","Baseline","All","Pummel","","","","0","Action","N/A - Passive","N/A - Passive","Passive","Target","","N/A - Passive","N/A - Passive","N/A - Passive Effect","Not Started","P2","Underwhelming - only affects interrupted target, not AoE. 3s stun after successful interrupt.","","","","","","","h78fe4967g00a3g0000g0000g000000000001","h78fe4967g00a4g0000g0000g000000000001"
"WAR_Berserker_Shout","Berserker Shout","BS","seldom used group-wide fear breaker.","seldom used group-wide fear breaker.","Offensive","AoE-Buff","Utility,AoE,CC-Break,Fear-Removal","7","","","","Baseline","All","","","","","","Action","","60 seconds","Spell_Shout","Shout","RemoveStatus(SELF_AND_ALLIES,FRIGHTENED)","Self","None","WAR_BERSERKER_SHOUT","Not Started","P2","Group-wide fear breaker. Seldom used outside PvP.","","","","","","","h78fe4967g0163g0000g0000g000000000001","h78fe4967g0164g0000g0000g000000000001"
"WAR_Piercing_Howl","Piercing Howl","PH","major AoE snare, offset by its cooldown.","major AoE snare, offset by its cooldown.","Offensive","General","Utility,AoE,CC,Snare","7","","","","Baseline","All","","","","","","Action","","30 seconds","Spell_Shout","Shout","ApplyStatus(NEARBY_ENEMIES,SLOWED,100,6)","Self","","","Not Started","P2","Major AoE snare/slow. 30s cooldown. Good for kiting or controlling adds.","","","","","","","h78fe4967g0177g0000g0000g000000000001","h78fe4967g0178g0000g0000g000000000001"
"WAR_Bloodborne","Bloodborne","BLO","general bleed damage increase, which synergizes well with other bleed talents found throughout th...","general bleed damage increase, which synergizes well with other bleed talents found throughout the tree.","Passive","Talent-Passive","Passive,DoT,Bleed","Auto-Grant","Auto-Grant","7","7","Baseline","All","","","","","0","None","N/A - Passive","N/A - Passive","Passive","N/A","","N/A - Passive","N/A - Passive","N/A - Passive Effect","Not Started","P3","Applies damage over time effect","","","","","","","h78fe4967g00a5g0000g0000g000000000001","h78fe4967g00a6g0000g0000g000000000001"
"WAR_Dreadnaught","Dreadnaught","DN","a multitarget option for Overpower.","a multitarget option for Overpower.","Passive","Talent-Passive","Arms,AoE,Overpower-Enhancement","Auto-Grant","7","Auto-Grant","Auto-Grant","Baseline","All","","","","Overpower","0","Action","N/A - Passive","N/A - Passive","Passive","Target","","N/A - Passive","N/A - Passive","N/A - Passive Effect","Not Started","P3","Multitarget option for Overpower. Allows hitting 2 targets instead of 1.","","","","","","","h78fe4967g00a7g0000g0000g000000000001","h78fe4967g00a8g0000g0000g000000000001"
"WAR_Strength_of_Arms","Strength of Arms","SoA","a single/two target power increase for Overpower.","a single/two target power increase for Overpower.","Passive","Talent-Passive","Arms,Overpower-Enhancement,Damage-Boost","Auto-Grant","7","Auto-Grant","Auto-Grant","Baseline","All","","","","Overpower","0","None","N/A - Passive","N/A - Passive","Passive","N/A","","N/A - Passive","N/A - Passive","N/A - Passive Effect","Not Started","P3","Single/two target power increase for Overpower.","","","","","","","h78fe4967g00a9g0000g0000g000000000001","h78fe4967g00aag0000g0000g000000000001"
"WAR_In_For_The_Kill","In For The Kill","IftK","has the same duration of Colossus Smash, with good benefit against both single and multiple targets.","has the same duration of Colossus Smash, with good benefit against both single and multiple targets.","Passive","Talent-Passive","Arms,Colossus-Build,Haste-Buff","Auto-Grant","7","Auto-Grant","Auto-Grant","Baseline","All","Colossus Smash","","","","0","Action","N/A - Passive","N/A - Passive","Passive","Target","","N/A - Passive","N/A - Passive","N/A - Passive Effect","Not Started","P3","Same duration as Colossus Smash. Good benefit against single and multitarget.","","","","","","","h78fe4967g00abg0000g0000g000000000001","h78fe4967g00acg0000g0000g000000000001"
"WAR_Test_of_Might","Test of Might","ToM","stacks up a powerful strength buff, effectively extending the increased damage window created by ...","stacks up a powerful strength buff, effectively extending the increased damage window created by Colossus Smash.","Passive","Talent-Passive","Arms,Colossus-Build,Damage-Boost","Auto-Grant","7","Auto-Grant","Auto-Grant","Baseline","All","Colossus Smash","","","","0","None","N/A - Passive","N/A - Passive","Passive","N/A","","N/A - Passive","N/A - Passive","N/A - Passive Effect","Not Started","P3","Modifies Colossus Smash to buff caster","","","","","","","h78fe4967g00adg0000g0000g000000000001","h78fe4967g00aeg0000g0000g000000000001"
"WAR_Blunt_Instruments","Blunt Instruments","BI","a single target alternative to Warbreaker, which also extends the duration of In for the Kill and...","a single target alternative to Warbreaker, which also extends the duration of In for the Kill and Test of Might.","Passive","Talent-Passive","Arms,Colossus-Build,Duration-Extension","Auto-Grant","Auto-Grant","Auto-Grant","Auto-Grant","Baseline","All","Warbreaker,In For The Kill","","","","0","Action","N/A - Passive","N/A - Passive","Passive","Target","","N/A - Passive","N/A - Passive","N/A - Passive Effect","Not Started","P3","Single-target alternative to Warbreaker. Extends In For The Kill duration.","","","","","","","h78fe4967g00afg0000g0000g000000000001","h78fe4967g00b0g0000g0000g000000000001"
"WAR_Warbreaker","Warbreaker","WB","turns Colossus Smash into a multitarget attack, extremely important for effective AoE damage.","turns Colossus Smash into a multitarget attack, extremely important for effective AoE damage.","Offensive","General","Arms,AoE,Cooldown,Debuff","","7","","","Baseline","All","Colossus Smash","","","","","Action","","45 seconds","Spell_Zone","Zone","DealDamage(3d10+StrengthModifier,Physical);ApplyStatus(WAR_COLOSSUS_SMASH,100,10)","AreaTarget()","3d10+StrengthModifier,Physical","WAR_WARBREAKER","Not Started","P3","Requires Colossus Smash talent","","","","","","","h78fe4967g0157g0000g0000g000000000001","h78fe4967g0158g0000g0000g000000000001"
"WAR_Massacre","Massacre","MAS","Execute becomes usable on targets below 35% HP instead of 20%","allows more frequent use of Execute.","Offensive","General","Arms,Execute-Build,Execute-Extension","","","","","Baseline","All","","","","","","Action","","None","Passive","Target","","MeleeRange() and not Dead()","","","Not Started","P3","Extends Execute window","","","","","","","h78fe4967g00b1g0000g0000g000000000001","h78fe4967g00b2g0000g0000g000000000001"
"WAR_Storm_of_Swords","Storm of Swords","SS","largely unnecessary, resulting in overcapping.","largely unnecessary, resulting in overcapping.","Passive","Talent-Passive","Arms,Overpower-Build,Rage-Generation","Auto-Grant","Auto-Grant","Auto-Grant","Auto-Grant","Baseline","All","","","","Overpower","0","Action","N/A - Passive","N/A - Passive","Passive","Target","","N/A - Passive","N/A - Passive","N/A - Passive Effect","Not Started","P3","Largely unnecessary, results in rage overcapping. Generates rage on Overpower.","","","","","","","h78fe4967g00b3g0000g0000g000000000001","h78fe4967g00b4g0000g0000g000000000001"
"WAR_Bloodcraze","Bloodcraze","BLO","creates strong synergy between Raging Blow and Bloodthirst, though it resets after any critical s...","creates strong synergy between Raging Blow and Bloodthirst, though it resets after any critical strike from Bloodthirst.","Offensive","General","Fury,Proc,Rage-Generation","","","","","Baseline","All","","","","Bloodthirst","","Action","","None","Passive","Target","","MeleeRange() and not Dead()","","","Not Started","P3","Enhances Bloodthirst rage generation","","","","","","","h78fe4967g00b5g0000g0000g000000000001","h78fe4967g00b6g0000g0000g000000000001"
"WAR_Recklessness","Recklessness","Reck","Fury's primary offensive cooldown, greatly increasing rage generation and the frequency of Rampag...","Fury's primary offensive cooldown, greatly increasing rage generation and the frequency of Rampage casts.","Offensive","General","Fury,Cooldown,Burst","","","7","","Baseline","All","","","","","0","Action","","90 seconds (OncePerCombat)","Spell_Shout","Shout","ApplyStatus(SELF,WAR_RECKLESSNESS,100,6)","Self","None","WAR_RECKLESSNESS","Not Started","P3","Wowhead: https://www.wowhead.com/spell=1719","","","","","","","h78fe4967g017bg0000g0000g000000000001","h78fe4967g017cg0000g0000g000000000001"
"WAR_Wrath_and_Fury","Wrath and Fury","WF","a moderate damage and reset chance increase for Raging Blow.","a moderate damage and reset chance increase for Raging Blow.","Passive","Talent-Passive","Fury,Raging-Blow-Enhancement,Reset-Mechanic","Auto-Grant","Auto-Grant","Auto-Grant","Auto-Grant","Baseline","All","","","","Raging Blow","0","None","N/A - Passive","N/A - Passive","Passive","N/A","","N/A - Passive","N/A - Passive","N/A - Passive Effect","Not Started","P3","Moderate damage and reset chance increase for Raging Blow.","","","","","","","h78fe4967g00b7g0000g0000g000000000001","h78fe4967g00b8g0000g0000g000000000001"
"WAR_Meat_Cleaver","Meat Cleaver","MC","reduces the amount of Whirlwind casts needed to maintain multitarget cleave.","reduces the amount of Whirlwind casts needed to maintain multitarget cleave.","Offensive","AoE-Attack","Fury,AoE,Cleave","","","","","Baseline","All","","","","","20","Action","ActionPoint:1;Rage:20","None","Passive","Target","","MeleeRange() and not Dead()","DealDamage(MainMeleeWeapon,MainMeleeWeaponDamageType,Magical)","None - Damage Only","Not Started","P3","Enables cleave after Whirlwind","","","","","","","h78fe4967g00b9g0000g0000g000000000001","h78fe4967g00bag0000g0000g000000000001"
"WAR_Tough_As_Nails","Tough as Nails","TaN","Passive damage output whenever you block an attack, recently buffed, however, still not a popular...","Passive damage output whenever you block an attack, recently buffed, however, still not a popular or strong choice.","Passive","Talent-Passive","Protection,Block,Damage-On-Block","Auto-Grant","Auto-Grant","Auto-Grant","7","Baseline","All","Shield Block","","","","0","None","N/A - Passive","N/A - Passive","Passive","N/A","","N/A - Passive","N/A - Passive","N/A - Passive Effect","Not Started","P3","Passive damage whenever you block. Recently buffed, still underwhelming.","","","","","","","h78fe4967g00bbg0000g0000g000000000001","h78fe4967g00bcg0000g0000g000000000001"
"WAR_Shield_Wall","Shield Wall","SW","Iconic, mandatory defensive cooldown. The ultimate tank defensive cooldown. Take it.","Iconic, mandatory defensive cooldown. The ultimate tank defensive cooldown. Take it.","Defensive","General","Protection,Defensive,Cooldown","","","","7","Baseline","All","","","","","0","Action","","5 minutes (OncePerCombat)","Spell_Shout","Shout","ApplyStatus(SELF,WAR_SHIELD_WALL,100,8)","Self","None","WAR_SHIELD_WALL","Not Started","P3","Wowhead: https://www.wowhead.com/spell=871","","","","","","","h78fe4967g0181g0000g0000g000000000001","h78fe4967g0182g0000g0000g000000000001"
"WAR_Enduring_Defenses","Enduring Defenses","ED","Incredible defensive bonus, simply grants 33% more Shield Block uptime. Massive increase to Prote...","Incredible defensive bonus, simply grants 33% more Shield Block uptime. Massive increase to Protection Warriors ability to survive damage in any situation.","Passive","Talent-Passive","Protection,Block,Duration-Extension,Critical","Auto-Grant","Auto-Grant","Auto-Grant","7","Baseline","All","Shield Block","","","","0","None","N/A - Passive","N/A - Passive","Passive","N/A","","N/A - Passive","N/A - Passive","N/A - Passive Effect","Not Started","P3","Incredible defensive bonus - grants 33% more Shield Block uptime. Massive survivability boost.","","","","","","","h78fe4967g00bdg0000g0000g000000000001","h78fe4967g00beg0000g0000g000000000001"
"WAR_Unyielding_Stance","Unyielding Stance","US","Simple increase of  Defensive Stance damage reduction. Required for pathing.","Simple increase of  Defensive Stance damage reduction. Required for pathing.","Passive","Defensive-CD","Passive,Defensive,Mitigation","Auto-Grant","Auto-Grant","Auto-Grant","Auto-Grant","Baseline","All","","","","","0","None","N/A - Passive","N/A - Passive","Passive","N/A","","N/A - Passive","N/A - Passive","N/A - Passive Effect","Not Started","P3","Passive damage mitigation","","","","","","","h78fe4967g00bfg0000g0000g000000000001","h78fe4967g00c0g0000g0000g000000000001"
"WAR_Red_Right_Hand","Red Right Hand","RRH","Simple increase of  Execute damage. Great in combination with other Execute talents.","Simple increase of  Execute damage. Great in combination with other Execute talents.","Passive","Talent-Passive","Arms,Execute-Enhancement,Damage-Boost","Auto-Grant","Auto-Grant","Auto-Grant","Auto-Grant","Baseline","All","","","","Execute","0","None","N/A - Passive","N/A - Passive","Passive","N/A","","N/A - Passive","N/A - Passive","N/A - Passive Effect","Not Started","P3","Simple Execute damage increase. Great in combination with other Execute talents.","","","","","","","h78fe4967g00c1g0000g0000g000000000001","h78fe4967g00c2g0000g0000g000000000001"
"WAR_Cruel_Strikes","Cruel Strikes","CS","a minor increase to Execute, smaller than it may seem.","a minor increase to Execute, smaller than it may seem.","Passive","Single-Target-Attack","Fury,Execute-Enhancement,Critical","8","Auto-Grant","Auto-Grant","Auto-Grant","Baseline","All","","","","Execute","0","None","N/A - Passive","N/A - Passive","Passive","N/A","","N/A - Passive","N/A - Passive","N/A - Passive Effect","Not Started","P3","Minor Execute crit increase. Smaller than it may seem.","","","","","","","h78fe4967g00c3g0000g0000g000000000001","h78fe4967g00c4g0000g0000g000000000001"
"WAR_Wild_Strikes","Wild Strikes","WS","deceptively powerful due to the already high frequency of auto-attacks.","deceptively powerful due to the already high frequency of auto-attacks.","Offensive","Single-Target-Attack","Fury,Proc,Raging-Blow-Enhancement","8","","","","Baseline","All","","","","","","Action","","None","Passive","Target","","MeleeRange() and not Dead()","DealDamage(MainMeleeWeapon,MainMeleeWeaponDamageType,Magical)","None - Damage Only","Not Started","P3","Extra attack proc for Raging Blow","","","","","","","h78fe4967g00c5g0000g0000g000000000001","h78fe4967g00c6g0000g0000g000000000001"
"WAR_Dual_Wield_Specialization","Dual Wield Specialization","DWS","a must-have passive damage increase.","a must-have passive damage increase.","Passive","Talent-Passive","Fury,Dual-Wield,Damage-Boost,Critical","8","Auto-Grant","Auto-Grant","Auto-Grant","Baseline","All","","","","","0","None","N/A - Passive","N/A - Passive","Passive","N/A","","N/A - Passive","N/A - Passive","N/A - Passive Effect","Not Started","P3","Must-have passive damage increase for dual-wielding.","","","","","","","h78fe4967g00c7g0000g0000g000000000001","h78fe4967g00c8g0000g0000g000000000001"
"WAR_Armored_to_the_Teeth","Armored to the Teeth","AT","near indispensable damage increase that helps gear scaling over the course of an expansion.","near indispensable damage increase that helps gear scaling over the course of an expansion.","Passive","Talent-Passive","Passive,Armor,Damage-Scaling,Critical","8","Auto-Grant","Auto-Grant","Auto-Grant","Baseline","All","","","","","0","None","N/A - Passive","N/A - Passive","Passive","N/A","","N/A - Passive","N/A - Passive","N/A - Passive Effect","Not Started","P3","Near indispensable damage increase. Helps gear scaling over expansion.","","","","","","","h78fe4967g00c9g0000g0000g000000000001","h78fe4967g00cag0000g0000g000000000001"
"WAR_Deft_Experience","Deft Experience","DE","a minor Mastery increase, with the much more important effect of doubling the chance to trigger T...","a minor Mastery increase, with the much more important effect of doubling the chance to trigger Tactician.","Passive","Talent-Passive","Arms,Passive,Proc","Auto-Grant","Auto-Grant","Auto-Grant","Auto-Grant","Baseline","All","Tactician","","","","0","None","N/A - Passive","N/A - Passive","Passive","N/A","","N/A - Passive","N/A - Passive","N/A - Passive Effect","Not Started","P3","Enhances Tactician - bidirectional dependency","","","","","","","h78fe4967g00cbg0000g0000g000000000001","h78fe4967g00ccg0000g0000g000000000001"
"WAR_Valor_in_Victory","Valor in Victory","VV","a minor Versatility increase, which also reduces the cooldown of Die by the Sword.","a minor Versatility increase, which also reduces the cooldown of Die by the Sword.","Passive","Talent-Passive","Passive,Cooldown-Reduction","Auto-Grant","Auto-Grant","Auto-Grant","Auto-Grant","Baseline","All","","","","","0","None","N/A - Passive","N/A - Passive","Passive","N/A","","N/A - Passive","N/A - Passive","N/A - Passive Effect","Not Started","P3","Reduces cooldowns - BG3 implementation may need custom functor","","","","","","","h78fe4967g00cdg0000g0000g000000000001","h78fe4967g00ceg0000g0000g000000000001"
"WAR_Critical_Thinking","Critical Thinking","CT","a minor Critical Strike increase, with a very impactful rage refund for Execute, which is also ad...","a minor Critical Strike increase, with a very impactful rage refund for Execute, which is also additive with Improved Execute for a combined 30% refund.","Passive","Talent-Passive","Passive,Execute-Build,Critical","Auto-Grant","Auto-Grant","Auto-Grant","Auto-Grant","Baseline","All","","","","Execute","0","None","N/A - Passive","N/A - Passive","Passive","N/A","","N/A - Passive","N/A - Passive","N/A - Passive Effect","Not Started","P3","Modifies Execute crit chance","","","","","","","h78fe4967g00cfg0000g0000g000000000001","h78fe4967g00d0g0000g0000g000000000001"
