"EntryName","FileType","HandleName","HandleDesc","DisplayName","Description"
"Shout_WAR_Berserker_Rage","Spell_Shout","h78fe4967g0161","h78fe4967g0162","Berserker Rage","Berserker Rage - Warrior ability

- BG3 Spell Type: Shout
- Action Cost: Action
- Resources: Rage
- Damage Roll: DealDamage(1d6,Physical)
- Effects: Deal MainMeleeWeapon MainMeleeWeaponDamageType damage
- Target Requirements: Self()"
"Shout_WAR_Berserker_Shout","Spell_Shout","h78fe4967g0163","h78fe4967g0164","Berserker Shout","Berserker Shout - Warrior ability

- BG3 Spell Type: Shout
- Action Cost: Action
- Resources: Rage
- Damage Roll: DealDamage(1d6,Physical)
- Effects: Deal MainMeleeWeapon MainMeleeWeaponDamageType damage
- Target Requirements: Self()"
"Shout_WAR_Cacophonous_Roar","Spell_Shout","h78fe4967g0165","h78fe4967g0166","Cacophonous Roar","Cacophonous Roar - Warrior ability

- BG3 Spell Type: Shout
- Action Cost: Action
- Resources: Rage
- Damage Roll: DealDamage(1d6,Physical)
- Effects: Deal MainMeleeWeapon MainMeleeWeaponDamageType damage
- Target Requirements: Self()"
"Shout_WAR_Defensive_Stance","Spell_Shout","h78fe4967g0167","h78fe4967g0168","Defensive Stance","Defensive Stance - Warrior ability

- BG3 Spell Type: Shout
- Action Cost: Action
- Resources: Rage
- Damage Roll: DealDamage(1d6,Physical)
- Effects: Deal MainMeleeWeapon MainMeleeWeaponDamageType damage
- Target Requirements: Self()"
"Shout_WAR_Demoralizing_Shout","Spell_Shout","h78fe4967g0169","h78fe4967g016a","Demoralizing Shout","Demoralizing Shout - Warrior ability

- BG3 Spell Type: Shout
- Action Cost: Action
- Resources: Rage
- Damage Roll: DealDamage(1d6,Physical)
- Effects: Deal MainMeleeWeapon MainMeleeWeaponDamageType damage
- Target Requirements: Self()"
"Shout_WAR_Die_by_the_Sword","Spell_Shout","h78fe4967g016b","h78fe4967g016c","Die by the Sword","Die by the Sword - Warrior ability

- BG3 Spell Type: Shout
- Action Cost: Action
- Resources: Rage
- Damage Roll: DealDamage(1d6,Physical)
- Effects: Deal MainMeleeWeapon MainMeleeWeaponDamageType damage
- Target Requirements: Self()"
"Shout_WAR_Disrupting_Shout","Spell_Shout","h78fe4967g016d","h78fe4967g016e","Disrupting Shout","Disrupting Shout - Warrior ability

- BG3 Spell Type: Shout
- Action Cost: Action
- Resources: Rage
- Damage Roll: DealDamage(1d6,Physical)
- Effects: Deal MainMeleeWeapon MainMeleeWeaponDamageType damage
- Target Requirements: Self()"
"Shout_WAR_Enraged_Regeneration","Spell_Shout","h78fe4967g016f","h78fe4967g0170","Enraged Regeneration","Enraged Regeneration - Warrior ability

- BG3 Spell Type: Shout
- Action Cost: Action
- Resources: Rage
- Damage Roll: DealDamage(1d6,Physical)
- Effects: Deal MainMeleeWeapon MainMeleeWeaponDamageType damage
- Target Requirements: Self()"
"Shout_WAR_Ignore_Pain","Spell_Shout","h78fe4967g0171","h78fe4967g0172","Ignore Pain","Ignore Pain - Warrior ability

- BG3 Spell Type: Shout
- Action Cost: Action
- Resources: Rage
- Damage Roll: DealDamage(1d6,Physical)
- Effects: Deal MainMeleeWeapon MainMeleeWeaponDamageType damage
- Target Requirements: Self()"
"Shout_WAR_Intimidating_Shout","Spell_Shout","h78fe4967g0173","h78fe4967g0174","Intimidating Shout","Intimidating Shout - Warrior ability

- BG3 Spell Type: Shout
- Action Cost: Action
- Resources: Rage
- Damage Roll: DealDamage(1d6,Physical)
- Effects: Deal MainMeleeWeapon MainMeleeWeaponDamageType damage
- Target Requirements: Self()"
"Shout_WAR_Last_Stand","Spell_Shout","h78fe4967g0175","h78fe4967g0176","Last Stand","Last Stand - Warrior ability

- BG3 Spell Type: Shout
- Action Cost: Action
- Resources: Rage
- Damage Roll: DealDamage(1d6,Physical)
- Effects: Deal MainMeleeWeapon MainMeleeWeaponDamageType damage
- Target Requirements: Self()"
"Shout_WAR_Piercing_Howl","Spell_Shout","h78fe4967g0177","h78fe4967g0178","Piercing Howl","Piercing Howl - Warrior ability

- BG3 Spell Type: Shout
- Action Cost: Action
- Resources: Rage
- Damage Roll: DealDamage(1d6,Physical)
- Effects: Deal MainMeleeWeapon MainMeleeWeaponDamageType damage
- Target Requirements: Self()"
"Shout_WAR_Rallying_Cry","Spell_Shout","h78fe4967g0179","h78fe4967g017a","Rallying Cry","Rallying Cry - Warrior ability

- BG3 Spell Type: Shout
- Action Cost: Action
- Resources: Rage
- Damage Roll: DealDamage(1d6,Physical)
- Effects: Deal MainMeleeWeapon MainMeleeWeaponDamageType damage
- Target Requirements: Self()"
"Shout_WAR_Recklessness","Spell_Shout","h78fe4967g017b","h78fe4967g017c","Recklessness","Recklessness - Warrior ability

- BG3 Spell Type: Shout
- Action Cost: Action
- Resources: Rage
- Damage Roll: DealDamage(1d6,Physical)
- Effects: Deal MainMeleeWeapon MainMeleeWeaponDamageType damage
- Target Requirements: Self()"
"Shout_WAR_Second_Wind","Spell_Shout","h78fe4967g017d","h78fe4967g017e","Second Wind","Second Wind - Warrior ability

- BG3 Spell Type: Shout
- Action Cost: Action
- Resources: Rage
- Damage Roll: DealDamage(1d6,Physical)
- Effects: Deal MainMeleeWeapon MainMeleeWeaponDamageType damage
- Target Requirements: Self()"
"Shout_WAR_Shield_Block","Spell_Shout","h78fe4967g017f","h78fe4967g0180","Shield Block","Shield Block - Warrior ability

- BG3 Spell Type: Shout
- Action Cost: Action
- Resources: Rage
- Damage Roll: DealDamage(1d6,Physical)
- Effects: Deal MainMeleeWeapon MainMeleeWeaponDamageType damage
- Target Requirements: Self()"
"Shout_WAR_Shield_Wall","Spell_Shout","h78fe4967g0181","h78fe4967g0182","Shield Wall","Shield Wall - Warrior ability

- BG3 Spell Type: Shout
- Action Cost: Action
- Resources: Rage
- Damage Roll: DealDamage(1d6,Physical)
- Effects: Deal MainMeleeWeapon MainMeleeWeaponDamageType damage
- Target Requirements: Self()"
"Shout_WAR_Spell_Reflection","Spell_Shout","h78fe4967g0183","h78fe4967g0184","Spell Reflection","Spell Reflection - Warrior ability

- BG3 Spell Type: Shout
- Action Cost: Action
- Resources: Rage
- Damage Roll: DealDamage(1d6,Physical)
- Effects: Deal MainMeleeWeapon MainMeleeWeaponDamageType damage
- Target Requirements: Self()"
"Jump_WAR_Charge","Spell_Jump","h78fe4967g0185","h78fe4967g0186","Charge","Charge - Warrior ability

- BG3 Spell Type: Jump
- Action Cost: Action
- Resources: Rage
- Damage Roll: DealDamage(1d6,Physical)
- Effects: Deal MainMeleeWeapon MainMeleeWeaponDamageType damage
- Target Requirements: Ground()"
"Jump_WAR_Heroic_Leap","Spell_Jump","h78fe4967g0187","h78fe4967g0188","Heroic Leap","Heroic Leap - Warrior ability

- BG3 Spell Type: Jump
- Action Cost: Action
- Resources: Rage
- Damage Roll: DealDamage(1d6,Physical)
- Effects: Deal MainMeleeWeapon MainMeleeWeaponDamageType damage
- Target Requirements: Ground()"
"Jump_WAR_Intervene","Spell_Jump","h78fe4967g0189","h78fe4967g018a","Intervene","Intervene - Warrior ability

- BG3 Spell Type: Jump
- Action Cost: Action
- Resources: Rage
- Damage Roll: DealDamage(1d6,Physical)
- Effects: Deal MainMeleeWeapon MainMeleeWeaponDamageType damage
- Target Requirements: Ground()"
"WAR_AVATAR","Status_BOOST","h78fe4967g018b","h78fe4967g018c","Avatar","one of the main personal cooldowns that should always be taken.

- Role: Offensive
- Subtype: General
- Tags: Cooldown, Burst, Offensive
- BG3 Spell Type: Shout
- Action Cost: Action
- Cooldown: 3 minutes (OncePerCombat)
- Effects: Apply WAR_AVATAR to self for 10 turn(s)
- Target Requirements: Self
- Statuses Applied: WAR_AVATAR
- Notes:"
"WAR_BATTLE_SHOUT","Status_BOOST","h78fe4967g018d","h78fe4967g018e","Battle Shout","worth ~5% damage for melee classes and Hunters.

- Role: Offensive
- Subtype: AoE-Buff
- Tags: Buff, Raid-Utility
- BG3 Spell Type: Shout
- Action Cost: Action
- Cooldown: OncePerShortRest
- Effects: Apply WAR_BATTLE_SHOUT to self for 600 turn(s)
- Target Requirements: Self
- Statuses Applied: WAR_BATTLE_SHOUT
- Notes:"
"WAR_BATTLE_STANCE","Status_BOOST","h78fe4967g018f","h78fe4967g0190","Battle Stance","basic offensive stance.

- Role: Offensive
- Subtype: Defensive-CD
- Tags: Stance, Offensive
- BG3 Spell Type: Shout
- Action Cost: Action
- Cooldown: UntilLongRest
- Effects: Apply WAR_BATTLE_STANCE to self indefinitely
- Target Requirements: Self
- Statuses Applied: WAR_BATTLE_STANCE
- Notes:"
"WAR_BERSERKER_SHOUT","Status_BOOST","h78fe4967g0191","h78fe4967g0192","Berserker Shout","seldom used group-wide fear breaker.

- Role: Offensive
- Subtype: AoE-Buff
- Tags: Utility, AoE, CC-Break, Fear-Removal
- BG3 Spell Type: Shout
- Action Cost: Action
- Cooldown: 60 seconds
- Effects: Remove status SELF_AND_ALLIES,FRIGHTENED
- Target Requirements: Self
- Statuses Applied: WAR_BERSERKER_SHOUT
- Notes: Group-wide fear breaker. Seldom used outside PvP."
"WAR_COLOSSUS_SMASH","Status_BOOST","h78fe4967g0193","h78fe4967g0194","Colossus Smash","Arms' primary offensive cooldown, which also inflicts Deep Wounds.

- Role: Offensive
- Subtype: Single-Target-Attack
- Tags: Arms, Debuff, Burst
- BG3 Spell Type: Target
- Action Cost: Action
- Cooldown: 45 seconds (OncePerShortRest)
- Damage Roll: 2d10+StrengthModifier,Physical
- Effects: Deal 2d10+StrengthModifier Physical damage; ApplyStatus(WAR_COLOSSUS_SMASH,100,5)
- Target Requirements: melee range and not dead
- Statuses Applied: WAR_COLOSSUS_SMASH
- Notes:"
"WAR_DEFENSIVE_STANCE","Status_BOOST","h78fe4967g0195","h78fe4967g0196","Defensive Stance","basic defensive stance.

- Role: Defensive
- Subtype: Defensive-CD
- Tags: Stance, Defensive
- BG3 Spell Type: Shout
- Action Cost: Action
- Cooldown: UntilLongRest
- Effects: Apply WAR_DEFENSIVE_STANCE to self indefinitely
- Target Requirements: Self
- Statuses Applied: WAR_DEFENSIVE_STANCE
- Notes:"
"WAR_DEMORALIZING_SHOUT","Status_BOOST","h78fe4967g0197","h78fe4967g0198","Demoralizing Shout","Minor defensive cooldown with good talent synergy deeper in the tree. Must-have talent.

- Role: Defensive
- Subtype: AoE-Buff
- Tags: Defensive, AoE, Debuff
- BG3 Spell Type: Shout
- Action Cost: Action
- Cooldown: OncePerShortRest
- Effects: Apply WAR_DEMORALIZED to nearby enemies for 8 turn(s)
- Target Requirements: Self
- Statuses Applied: WAR_DEMORALIZING_SHOUT
- Notes: AoE debuff shout"
"WAR_DIE_BY_THE_SWORD","Status_BOOST","h78fe4967g0199","h78fe4967g019a","Die by the Sword","Arms primary defensive cooldown.

- Role: Defensive
- Subtype: Defensive-CD
- Tags: Arms, Defensive, Cooldown
- BG3 Spell Type: Shout
- Action Cost: Action
- Cooldown: 3 minutes (OncePerCombat)
- Effects: Apply WAR_DIE_BY_SWORD to self for 4 turn(s)
- Target Requirements: Self
- Statuses Applied: WAR_DIE_BY_THE_SWORD
- Notes:"
"WAR_DISRUPTING_SHOUT","Status_BOOST","h78fe4967g019b","h78fe4967g019c","Disrupting Shout","Reduces the cooldown of Challenging Shout to 90s and converts it into an AoE taunt/interrupt. Cool concept, decent in Mythic+, and useful on some raid bosses!

- Role: Offensive
- Subtype: AoE-Buff
- Tags: Utility, AoE, Taunt, Cooldown-Reduction
- BG3 Spell Type: Shout
- Action Cost: Action
- Cooldown: 90 seconds
- Effects: Apply TAUNTED to nearby enemies for 6 turn(s)
- Target Requirements: Self
- Statuses Applied: WAR_DISRUPTING_SHOUT
- Notes: Converts Challenging Shout to AoE taunt with reduced cooldown (90s vs 240s)"
"WAR_ENRAGED_REGENERATION","Status_BOOST","h78fe4967g019d","h78fe4967g019e","Enraged Regeneration","Fury's primary defensive cooldown.

- Role: Defensive
- Subtype: Rage-Management
- Tags: Fury, Defensive, Healing
- BG3 Spell Type: Shout
- Action Cost: Action
- Cooldown: OncePerShortRest
- Effects: Apply WAR_ENRAGED_REGEN to self for 5 turn(s)
- Target Requirements: Self
- Statuses Applied: WAR_ENRAGED_REGENERATION
- Notes:"
"WAR_HAMSTRING","Status_BOOST","h78fe4967g019f","h78fe4967g01a0","Hamstring","minor snare.

- Role: Offensive
- Subtype: General
- Tags: Utility, Slow
- BG3 Spell Type: Target
- Action Cost: Action
- Effects: ApplyStatus(WAR_HAMSTRUNG,100,3)
- Target Requirements: melee range and not dead
- Statuses Applied: WAR_HAMSTRING
- Notes:"
"WAR_IGNORE_PAIN","Status_BOOST","h78fe4967g01a1","h78fe4967g01a2","Ignore Pain","Core defensive skill, must-have talent.

- Role: Defensive
- Subtype: Defensive-CD
- Tags: Protection, Defensive, Absorb
- BG3 Spell Type: Shout
- Action Cost: Action
- Resources: Rage 40
- Cooldown: OncePerTurn
- Effects: Apply WAR_IGNORE_PAIN to self for 6 turn(s)
- Target Requirements: Self
- Statuses Applied: WAR_IGNORE_PAIN
- Notes:"
"WAR_IMPENETRABLE_WALL","Status_BOOST","h78fe4967g01a3","h78fe4967g01a4","Impenetrable Wall","Reduces the cooldown of Shield Wall whenever you cast Shield Slam.

- Role: Defensive
- Subtype: General
- Tags: Protection, Defensive, CC-Immunity
- BG3 Spell Type: Target
- Action Cost: Action
- Target Requirements: melee range and not dead
- Statuses Applied: WAR_IMPENETRABLE_WALL
- Notes: Enhances Shield Wall with CC immunity"
"WAR_INTIMIDATING_SHOUT","Status_BOOST","h78fe4967g01a5","h78fe4967g01a6","Intimidating Shout","easily broken AoE fear which can be used as a pseudo interrupt.

- Role: Offensive
- Subtype: AoE-Buff
- Tags: Utility, AoE, CC, Fear
- BG3 Spell Type: Shout
- Action Cost: Action
- Cooldown: OncePerShortRest
- Effects: Apply FRIGHTENED to nearby enemies for 8 turn(s)
- Target Requirements: Self
- Statuses Applied: WAR_INTIMIDATING_SHOUT
- Notes: AoE fear effect"
"WAR_PUMMEL","Status_BOOST","h78fe4967g01a7","h78fe4967g01a8","Pummel","low cooldown interrupt.

- Role: Offensive
- Subtype: General
- Tags: Utility, Interrupt
- BG3 Spell Type: Target
- Action Cost: Action
- Resources: Rage 10
- Cooldown: OncePerTurn
- Effects: Interrupt the target
- Target Requirements: melee range and not dead
- Statuses Applied: WAR_PUMMEL
- Notes:"
"WAR_RECKLESSNESS","Status_BOOST","h78fe4967g01a9","h78fe4967g01aa","Recklessness","Fury's primary offensive cooldown, greatly increasing rage generation and the frequency of Rampage casts.

- Role: Offensive
- Subtype: General
- Tags: Fury, Cooldown, Burst
- BG3 Spell Type: Shout
- Action Cost: Action
- Cooldown: 90 seconds (OncePerCombat)
- Effects: Apply WAR_RECKLESSNESS to self for 6 turn(s)
- Target Requirements: Self
- Statuses Applied: WAR_RECKLESSNESS
- Notes:"
"WAR_SHIELD_BLOCK","Status_BOOST","h78fe4967g01ab","h78fe4967g01ac","Shield Block","Primary defensive skill. Very powerful damage mitigation while active.

- Role: Defensive
- Subtype: Defensive-CD
- Tags: Protection, Defensive, Mitigation
- BG3 Spell Type: Shout
- Action Cost: Action
- Resources: Rage 30
- Cooldown: Short Rest (1-2 charges)
- Effects: Apply WAR_SHIELD_BLOCK to self for 2 turn(s)
- Target Requirements: Self
- Statuses Applied: WAR_SHIELD_BLOCK
- Notes:"
"WAR_SHIELD_WALL","Status_BOOST","h78fe4967g01ad","h78fe4967g01ae","Shield Wall","Iconic, mandatory defensive cooldown. The ultimate tank defensive cooldown. Take it.

- Role: Defensive
- Subtype: General
- Tags: Protection, Defensive, Cooldown
- BG3 Spell Type: Shout
- Action Cost: Action
- Cooldown: 5 minutes (OncePerCombat)
- Effects: Apply WAR_SHIELD_WALL to self for 8 turn(s)
- Target Requirements: Self
- Statuses Applied: WAR_SHIELD_WALL
- Notes:"
"WAR_SHOCKWAVE","Status_BOOST","h78fe4967g01af","h78fe4967g01b0","Shockwave","on demand AoE stun.

- Role: Offensive
- Subtype: General
- Tags: AoE, Stun, CC
- BG3 Spell Type: Zone
- Action Cost: Action
- Resources: Rage 20
- Cooldown: OncePerShortRest
- Damage Roll: 1d6+StrengthModifier,Force
- Effects: Deal 1d6+StrengthModifier Force damage; ApplyStatus(WAR_STUNNED,100,2)
- Target Requirements: area target
- Statuses Applied: WAR_SHOCKWAVE
- Notes:"
"WAR_SPELL_REFLECTION","Status_BOOST","h78fe4967g01b1","h78fe4967g01b2","Spell Reflection","very useful, low cooldown damage reduction.

- Role: Offensive
- Subtype: General
- Tags: Defensive, Magic-Defense
- BG3 Spell Type: Shout
- Action Cost: Action
- Resources: Rage 10
- Cooldown: OncePerShortRest
- Effects: Apply WAR_SPELL_REFLECT to self for 3 turn(s)
- Target Requirements: Self
- Statuses Applied: WAR_SPELL_REFLECTION
- Notes:"
"WAR_STORM_BOLT","Status_BOOST","h78fe4967g01b3","h78fe4967g01b4","Storm Bolt","useful ranged stun on a relatively low cooldown.

- Role: Offensive
- Subtype: General
- Tags: Utility, Stun, Ranged
- BG3 Spell Type: Projectile
- Action Cost: Action
- Cooldown: OncePerShortRest
- Damage Roll: 1d6+StrengthModifier,Thunder
- Effects: Deal 1d6+StrengthModifier Thunder damage; ApplyStatus(WAR_STUNNED,100,2)
- Target Requirements: Distance() <= 18 and not dead
- Statuses Applied: WAR_STORM_BOLT
- Notes:"
"WAR_STORM_BOLTS","Status_BOOST","h78fe4967g01b5","h78fe4967g01b6","Storm Bolts","A mostly PvP talent, as being unable to dictate which two extra targets can contribute to diminishing returns.

- Role: Offensive
- Subtype: Hero-Talent-Passive
- Tags: Mountain-Thane, Hero-Talent, Lightning, Projectile
- BG3 Spell Type: Projectile
- Action Cost: Action
- Cooldown: OncePerTurn
- Damage Roll: DealDamage(2d6+StrengthModifier,Bludgeoning,Magical)
- Target Requirements: Distance() <= 18 and not dead
- Statuses Applied: WAR_STORM_BOLTS
- Notes: Mountain Thane ability - Lightning bolt projectile attacks."
"WAR_STORM_WALL","Status_BOOST","h78fe4967g01b7","h78fe4967g01b8","Storm Wall","heals on any parry, not just when Die by the Sword is active.

- Role: Defensive
- Subtype: General
- Tags: Arms, Defensive, Raid-Utility
- BG3 Spell Type: Target
- Action Cost: Action
- Target Requirements: melee range and not dead
- Statuses Applied: WAR_STORM_WALL
- Notes: Extends Die by the Sword with AoE benefit"
"WAR_TAUNTED","Status_BOOST","h78fe4967g01b9","h78fe4967g01ba","TAUNTED","TAUNTED - Warrior ability"
"WAR_WARBREAKER","Status_BOOST","h78fe4967g01bb","h78fe4967g01bc","Warbreaker","turns Colossus Smash into a multitarget attack, extremely important for effective AoE damage.

- Role: Offensive
- Subtype: General
- Tags: Arms, AoE, Cooldown, Debuff
- BG3 Spell Type: Zone
- Action Cost: Action
- Cooldown: 45 seconds
- Damage Roll: 3d10+StrengthModifier,Physical
- Effects: Deal 3d10+StrengthModifier Physical damage; ApplyStatus(WAR_COLOSSUS_SMASH,100,10)
- Target Requirements: area target
- Statuses Applied: WAR_WARBREAKER
- Notes: Requires Colossus Smash talent"
"Target_WAR_Bloodthirst","Spell_Target","h78fe4967g01bd","h78fe4967g01be","Bloodthirst","Bloodthirst - Warrior ability

- BG3 Spell Type: Target
- Action Cost: Action
- Resources: Rage
- Damage Roll: DealDamage(1d6,Physical)
- Effects: Deal MainMeleeWeapon MainMeleeWeaponDamageType damage
- Target Requirements: character and not dead"
"Target_WAR_Colossus_Smash","Spell_Target","h78fe4967g01bf","h78fe4967g01c0","Colossus Smash","Colossus Smash - Warrior ability

- BG3 Spell Type: Target
- Action Cost: Action
- Resources: Rage
- Damage Roll: DealDamage(1d6,Physical)
- Effects: Deal MainMeleeWeapon MainMeleeWeaponDamageType damage
- Target Requirements: character and not dead"
"Target_WAR_Demolish","Spell_Target","h78fe4967g01c1","h78fe4967g01c2","Demolish","Demolish - Warrior ability

- BG3 Spell Type: Target
- Action Cost: Action
- Resources: Rage
- Damage Roll: DealDamage(1d6,Physical)
- Effects: Deal MainMeleeWeapon MainMeleeWeaponDamageType damage
- Target Requirements: character and not dead"
"Target_WAR_Devastate","Spell_Target","h78fe4967g01c3","h78fe4967g01c4","Devastate","Devastate - Warrior ability

- BG3 Spell Type: Target
- Action Cost: Action
- Resources: Rage
- Damage Roll: DealDamage(1d6,Physical)
- Effects: Deal MainMeleeWeapon MainMeleeWeaponDamageType damage
- Target Requirements: character and not dead"
"Target_WAR_Execute","Spell_Target","h78fe4967g01c5","h78fe4967g01c6","Execute","Execute - Warrior ability

- BG3 Spell Type: Target
- Action Cost: Action
- Resources: Rage
- Damage Roll: DealDamage(1d6,Physical)
- Effects: Deal MainMeleeWeapon MainMeleeWeaponDamageType damage
- Target Requirements: character and not dead"
"Target_WAR_Hamstring","Spell_Target","h78fe4967g01c7","h78fe4967g01c8","Hamstring","Hamstring - Warrior ability

- BG3 Spell Type: Target
- Action Cost: Action
- Resources: Rage
- Damage Roll: DealDamage(1d6,Physical)
- Effects: Deal MainMeleeWeapon MainMeleeWeaponDamageType damage
- Target Requirements: character and not dead"
"Target_WAR_Impending_Victory","Spell_Target","h78fe4967g01c9","h78fe4967g01ca","Impending Victory","Impending Victory - Warrior ability

- BG3 Spell Type: Target
- Action Cost: Action
- Resources: Rage
- Damage Roll: DealDamage(1d6,Physical)
- Effects: Deal MainMeleeWeapon MainMeleeWeaponDamageType damage
- Target Requirements: character and not dead"
"Target_WAR_Menace","Spell_Target","h78fe4967g01cb","h78fe4967g01cc","Menace","Menace - Warrior ability

- BG3 Spell Type: Target
- Action Cost: Action
- Resources: Rage
- Damage Roll: DealDamage(1d6,Physical)
- Effects: Deal MainMeleeWeapon MainMeleeWeaponDamageType damage
- Target Requirements: character and not dead"
"Target_WAR_Mortal_Strike","Spell_Target","h78fe4967g01cd","h78fe4967g01ce","Mortal Strike","Mortal Strike - Warrior ability

- BG3 Spell Type: Target
- Action Cost: Action
- Resources: Rage
- Damage Roll: DealDamage(1d6,Physical)
- Effects: Deal MainMeleeWeapon MainMeleeWeaponDamageType damage
- Target Requirements: character and not dead"
"Target_WAR_Onslaught","Spell_Target","h78fe4967g01cf","h78fe4967g01d0","Onslaught","Onslaught - Warrior ability

- BG3 Spell Type: Target
- Action Cost: Action
- Resources: Rage
- Damage Roll: DealDamage(1d6,Physical)
- Effects: Deal MainMeleeWeapon MainMeleeWeaponDamageType damage
- Target Requirements: character and not dead"
"Target_WAR_Overpower","Spell_Target","h78fe4967g01d1","h78fe4967g01d2","Overpower","Overpower - Warrior ability

- BG3 Spell Type: Target
- Action Cost: Action
- Resources: Rage
- Damage Roll: DealDamage(1d6,Physical)
- Effects: Deal MainMeleeWeapon MainMeleeWeaponDamageType damage
- Target Requirements: character and not dead"
"Target_WAR_Pummel","Spell_Target","h78fe4967g01d3","h78fe4967g01d4","Pummel","Pummel - Warrior ability

- BG3 Spell Type: Target
- Action Cost: Action
- Resources: Rage
- Damage Roll: DealDamage(1d6,Physical)
- Effects: Deal MainMeleeWeapon MainMeleeWeaponDamageType damage
- Target Requirements: character and not dead"
"Target_WAR_Raging_Blow","Spell_Target","h78fe4967g01d5","h78fe4967g01d6","Raging Blow","Raging Blow - Warrior ability

- BG3 Spell Type: Target
- Action Cost: Action
- Resources: Rage
- Damage Roll: DealDamage(1d6,Physical)
- Effects: Deal MainMeleeWeapon MainMeleeWeaponDamageType damage
- Target Requirements: character and not dead"
"Target_WAR_Rampage","Spell_Target","h78fe4967g01d7","h78fe4967g01d8","Rampage","Rampage - Warrior ability

- BG3 Spell Type: Target
- Action Cost: Action
- Resources: Rage
- Damage Roll: DealDamage(1d6,Physical)
- Effects: Deal MainMeleeWeapon MainMeleeWeaponDamageType damage
- Target Requirements: character and not dead"
"Target_WAR_Shield_Slam","Spell_Target","h78fe4967g01d9","h78fe4967g01da","Shield Slam","Shield Slam - Warrior ability

- BG3 Spell Type: Target
- Action Cost: Action
- Resources: Rage
- Damage Roll: DealDamage(1d6,Physical)
- Effects: Deal MainMeleeWeapon MainMeleeWeaponDamageType damage
- Target Requirements: character and not dead"
"Target_WAR_Skullsplitter","Spell_Target","h78fe4967g01db","h78fe4967g01dc","Skullsplitter","Skullsplitter - Warrior ability

- BG3 Spell Type: Target
- Action Cost: Action
- Resources: Rage
- Damage Roll: DealDamage(1d6,Physical)
- Effects: Deal MainMeleeWeapon MainMeleeWeaponDamageType damage
- Target Requirements: character and not dead"
"Target_WAR_Slam","Spell_Target","h78fe4967g01dd","h78fe4967g01de","Slam","Slam - Warrior ability

- BG3 Spell Type: Target
- Action Cost: Action
- Resources: Rage
- Damage Roll: DealDamage(1d6,Physical)
- Effects: Deal MainMeleeWeapon MainMeleeWeaponDamageType damage
- Target Requirements: character and not dead"
"Target_WAR_Taunt","Spell_Target","h78fe4967g01df","h78fe4967g01e0","Taunt","Taunt - Warrior ability

- BG3 Spell Type: Target
- Action Cost: Action
- Resources: Rage
- Damage Roll: DealDamage(1d6,Physical)
- Effects: Deal MainMeleeWeapon MainMeleeWeaponDamageType damage
- Target Requirements: character and not dead"
"Target_WAR_Victory_Rush","Spell_Target","h78fe4967g01e1","h78fe4967g01e2","Victory Rush","Victory Rush - Warrior ability

- BG3 Spell Type: Target
- Action Cost: Action
- Resources: Rage
- Damage Roll: DealDamage(1d6,Physical)
- Effects: Deal MainMeleeWeapon MainMeleeWeaponDamageType damage
- Target Requirements: character and not dead"
"Projectile_WAR_Champion_s_Spear","Spell_Projectile","h78fe4967g01e3","h78fe4967g01e4","Champion s Spear","Champion s Spear - Warrior ability

- BG3 Spell Type: Projectile
- Action Cost: Action
- Resources: Rage
- Damage Roll: DealDamage(1d6,Physical)
- Effects: Deal MainMeleeWeapon MainMeleeWeaponDamageType damage
- Target Requirements: character and not dead"
"Projectile_WAR_Heroic_Throw","Spell_Projectile","h78fe4967g01e5","h78fe4967g01e6","Heroic Throw","Heroic Throw - Warrior ability

- BG3 Spell Type: Projectile
- Action Cost: Action
- Resources: Rage
- Damage Roll: DealDamage(1d6,Physical)
- Effects: Deal MainMeleeWeapon MainMeleeWeaponDamageType damage
- Target Requirements: character and not dead"
"Projectile_WAR_Shattering_Throw","Spell_Projectile","h78fe4967g01e7","h78fe4967g01e8","Shattering Throw","Shattering Throw - Warrior ability

- BG3 Spell Type: Projectile
- Action Cost: Action
- Resources: Rage
- Damage Roll: DealDamage(1d6,Physical)
- Effects: Deal MainMeleeWeapon MainMeleeWeaponDamageType damage
- Target Requirements: character and not dead"
"Projectile_WAR_Storm_Bolt","Spell_Projectile","h78fe4967g01e9","h78fe4967g01ea","Storm Bolt","Storm Bolt - Warrior ability

- BG3 Spell Type: Projectile
- Action Cost: Action
- Resources: Rage
- Damage Roll: DealDamage(1d6,Physical)
- Effects: Deal MainMeleeWeapon MainMeleeWeaponDamageType damage
- Target Requirements: character and not dead"
"Projectile_WAR_Storm_Bolts","Spell_Projectile","h78fe4967g01eb","h78fe4967g01ec","Storm Bolts","Storm Bolts - Warrior ability

- BG3 Spell Type: Projectile
- Action Cost: Action
- Resources: Rage
- Damage Roll: DealDamage(1d6,Physical)
- Effects: Deal MainMeleeWeapon MainMeleeWeaponDamageType damage
- Target Requirements: character and not dead"
"Projectile_WAR_Wrecking_Throw","Spell_Projectile","h78fe4967g01ed","h78fe4967g01ee","Wrecking Throw","Wrecking Throw - Warrior ability

- BG3 Spell Type: Projectile
- Action Cost: Action
- Resources: Rage
- Damage Roll: DealDamage(1d6,Physical)
- Effects: Deal MainMeleeWeapon MainMeleeWeaponDamageType damage
- Target Requirements: character and not dead"
